Endereço	galpao	Local	Nível	Posição	LP/Série	Código	Descrição	Cen	Dep	Status	Qtde
C2B14	2	C2	B	14	-	-	-	-	-	-	-
C2A15	2	C2	A	15	-	-	-	-	-	-	-
C2B15	2	C2	B	15	172559	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1
C2A16	2	C2	A	16	162100	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C2B16	2	C2	B	16	-	-	-	-	-	-	-
C2A17	2	C2	A	17	153784	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
C2B17	2	C2	B	17	163486	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1
C2A18	2	C2	A	18	171790	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2B18	2	C2	B	18	170269	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2A19	2	C2	A	19	153792	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
C2B19	2	C2	B	19	148752	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2A20	2	C2	A	20	153039	397144	TRANSFORMADOR DISTR TRIF 75,0KVA 6/13KV	11	15	DEPS	1
C2B20	2	C2	B	20	-	-	-	-	-	-	-
C2A21	2	C2	A	21	138777	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2B21	2	C2	B	21	150235	Verificar	Verificar	Verificar	Verificar	Verificar	1
C2A22	2	C2	A	22	152551	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
C2B22	2	C2	B	22	173197	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2A23	2	C2	A	23	160808	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2B23	2	C2	B	23	160477	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2A24	2	C2	A	24	149353	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2B24	2	C2	B	24	137893	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2A25	2	C2	A	25	157585	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1
C2B25	2	C2	B	25	168475	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2A26	2	C2	A	26	144805	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1
C2B26	2	C2	B	26	-	-	-	-	-	-	-
C2A27	2	C2	A	27	145461	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2B27	2	C2	B	27	168466	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2A28	2	C2	A	28	158937	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2B28	2	C2	B	28	-	-	-	-	-	-	-
C2A29	2	C2	A	29	171630	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C2B29	2	C2	B	29	164408	334975	TRANSFORMADOR DISTR TRIF 45,0KVA AP	11	15	DEPS	1
C2A30	2	C2	A	30	172785	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C2B30	2	C2	B	30	168184	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	171124	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	169304	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	172352	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	170651	Verificar	Verificar	Verificar	Verificar	Verificar	1
C2P01	2	C2	P	1	171122	Verificar	Verificar	Verificar	Verificar	Verificar	1
C2P01	2	C2	P	1	168854	Verificar	Verificar	Verificar	Verificar	Verificar	1
C2P01	2	C2	P	1	147893	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1
C2P01	2	C2	P	1	175929	397982	TRANSFORMADOR DISTR MONOF 15KVA	6	15	DEPS	1
C2P01	2	C2	P	1	151606	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	136064	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	138522	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	148304	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	171739	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	147965	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	146251	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	157725	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	170331	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	158844	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	165115	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1
C2P01	2	C2	P	1	173037	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	173163	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1
C2P01	2	C2	P	1	166356	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	172087	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	160514	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
C2P01	2	C2	P	1	163123	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	169987	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	139600	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	152848	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	157781	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	169989	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	161407	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	147697	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	147269	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C2P01	2	C2	P	1	155999	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
C2P01	2	C2	P	1	150095	397024	TRANSFORMADOR DISTR TRIF 112,5KVA AP BL	11	15	DEPS	1
C2P01	2	C2	P	1	164854	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C2P01	2	C2	P	1	137787	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C2P01	2	C2	P	1	172597	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	139077	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C2P01	2	C2	P	1	166940	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C3A01	3	C3	A	1	-	-	-	-	-	-	-
C3B01	3	C3	B	1	158338	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C01	3	C3	C	1	170104	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A02	3	C3	A	2	-	-	-	-	-	-	-
C3B02	3	C3	B	2	143672	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C02	3	C3	C	2	166376	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A03	3	C3	A	3	-	-	-	-	-	-	-
C3B03	3	C3	B	3	140193	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3C03	3	C3	C	3	168480	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A04	3	C3	A	4	-	-	-	-	-	-	-
C3B04	3	C3	B	4	166174	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1
C3C04	3	C3	C	4	172661	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A05	3	C3	A	5	159200	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B05	3	C3	B	5	142053	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
C3C05	3	C3	C	5	165884	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A06	3	C3	A	6	132408	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1
C3B06	3	C3	B	6	175636	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3C06	3	C3	C	6	172399	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A07	3	C3	A	7	-	-	-	-	-	-	-
C3B07	3	C3	B	7	175316	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C07	3	C3	C	7	163561	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A08	3	C3	A	8	132420	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1
C3B08	3	C3	B	8	175697	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1
C3C08	3	C3	C	8	167447	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A09	3	C3	A	9	-	-	-	-	-	-	-
C3B09	3	C3	B	9	175115	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3C09	3	C3	C	9	170113	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A010	3	C3	A	10	151371	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B010	3	C3	B	10	166866	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C010	3	C3	C	10	162958	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A011	3	C3	A	11	-	-	-	-	-	-	-
C3B011	3	C3	B	11	171383	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C011	3	C3	C	11	-	-	-	-	-	-	-
C3A012	3	C3	A	12	140270	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B012	3	C3	B	12	152176	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3C012	3	C3	C	12	158607	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
C3A013	3	C3	A	13	-	-	-	-	-	-	-
C3B013	3	C3	B	13	152929	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C013	3	C3	C	13	156860	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A014	3	C3	A	14	171596	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B014	3	C3	B	14	150750	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C3C014	3	C3	C	14	170737	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A015	3	C3	A	15	-	-	-	-	-	-	-
C3B015	3	C3	B	15	158857	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C015	3	C3	C	15	167461	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A016	3	C3	A	16	-	-	-	-	-	-	-
C3B016	3	C3	B	16	147328	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C3C016	3	C3	C	16	168182	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A017	3	C3	A	17	-	-	-	-	-	-	-
C3B017	3	C3	B	17	143738	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C017	3	C3	C	17	163566	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A018	3	C3	A	18	-	-	-	-	-	-	-
C3B018	3	C3	B	18	167486	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C018	3	C3	C	18	171294	397970	TRANSFORMADOR DISTR TRIF 15KVA	11	15	DEPS	1
C3A019	3	C3	A	19	118851	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B019	3	C3	B	19	169388	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C019	3	C3	C	19	163757	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3A020	3	C3	A	20	163355	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B020	3	C3	B	20	140024	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1
C3C020	3	C3	C	20	170739	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A021	3	C3	A	21	157198	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS MONT	1
C3B021	3	C3	B	21	166833	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C021	3	C3	C	21	170735	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A022	3	C3	A	22	141242	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B022	3	C3	B	22	151349	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C022	3	C3	C	22	163494	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1
C3A023	3	C3	A	23	123498	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B023	3	C3	B	23	-	-	-	-	-	-	-
C3C023	3	C3	C	23	171920	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A024	3	C3	A	24	149124	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B024	3	C3	B	24	-	-	-	-	-	-	-
C3C024	3	C3	C	24	168188	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A025	3	C3	A	25	-	-	-	-	-	-	-
C3B025	3	C3	B	25	171553	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1
C3C025	3	C3	C	25	148703	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3A026	3	C3	A	26	159983	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B026	3	C3	B	26	143905	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C026	3	C3	C	26	162310	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A027	3	C3	A	27	-	-	-	-	-	-	-
C3B027	3	C3	B	27	143670	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C027	3	C3	C	27	169554	Verificar	Verificar	Verificar	Verificar	Verificar	1
C3A028	3	C3	A	28	134340	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B028	3	C3	B	28	161632	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C028	3	C3	C	28	169593	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A029	3	C3	A	29	135236	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B029	3	C3	B	29	150320	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C029	3	C3	C	29	162907	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A030	3	C3	A	30	159185	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B030	3	C3	B	30	155490	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C030	3	C3	C	30	170108	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A031	3	C3	A	31	135249	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B031	3	C3	B	31	156462	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C031	3	C3	C	31	153800	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A032	3	C3	A	32	159981	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B032	3	C3	B	32	159608	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
C3C032	3	C3	C	32	176410	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A033	3	C3	A	33	159216	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B033	3	C3	B	33	147380	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C3C033	3	C3	C	33	176455	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A034	3	C3	A	34	134740	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1
C3B034	3	C3	B	34	149752	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C034	3	C3	C	34	172276	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1
C3A035	3	C3	A	35	-	-	-	-	-	-	-
C3B035	3	C3	B	35	166913	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3C035	3	C3	C	35	160183	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3A036	3	C3	A	36	167089	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B036	3	C3	B	36	168936	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C036	3	C3	C	36	176405	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A037	3	C3	A	37	-	-	-	-	-	-	-
C3B037	3	C3	B	37	171557	397022	TRANSFORMADOR DISTR TRIF 45,0KVA AP BL	11	15	DEPS	1
C3C037	3	C3	C	37	162329	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A038	3	C3	A	38	134644	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B038	3	C3	B	38	163488	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS MONT	1
C3C038	3	C3	C	38	147271	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3A039	3	C3	A	39	159167	313996	TRANSFORMADOR DISTR TRIF 300,0KVA	11	15	DEPS	1
C3B039	3	C3	B	39	142763	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C039	3	C3	C	39	140534	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1
C3A040	3	C3	A	40	132448	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1
C3B040	3	C3	B	40	138994	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C040	3	C3	C	40	158645	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A041	3	C3	A	41	132414	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1
C3B041	3	C3	B	41	172220	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C041	3	C3	C	41	167453	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A042	3	C3	A	42	135430	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B042	3	C3	B	42	165777	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1
C3C042	3	C3	C	42	153810	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A043	3	C3	A	43	161793	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B043	3	C3	B	43	116249	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1
C3C043	3	C3	C	43	176401	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A044	3	C3	A	44	157465	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B044	3	C3	B	44	172215	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C044	3	C3	C	44	174262	397147	TRANSFORMADOR DISTR MONOF 50,0KVA ISOL	11	15	DEPS	1
C3A045	3	C3	A	45	151424	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1
C3B045	3	C3	B	45	166395	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C045	3	C3	C	45	-	-	-	-	-	-	-
C3A046	3	C3	A	46	165480	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS MONT	1
C3B046	3	C3	B	46	146593	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C046	3	C3	C	46	-	-	-	-	-	-	-
C3A047	3	C3	A	47	135450	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B047	3	C3	B	47	171379	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C047	3	C3	C	47	176452	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1
C3A048	3	C3	A	48	-	-	-	-	-	-	-
C3B048	3	C3	B	48	160089	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C048	3	C3	C	48	175590	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A049	3	C3	A	49	152949	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3B049	3	C3	B	49	172644	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C049	3	C3	C	49	169879	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3A050	3	C3	A	50	127580	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1
C3B050	3	C3	B	50	157728	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1
C3C050	3	C3	C	50	147079	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A051	3	C3	A	51	-	-	-	-	-	-	-
C3B051	3	C3	B	51	172927	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C051	3	C3	C	51	176453	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A052	3	C3	A	52	170515	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B052	3	C3	B	52	172043	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C052	3	C3	C	52	175564	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A053	3	C3	A	53	-	-	-	-	-	-	-
C3B053	3	C3	B	53	163759	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS MONT	1
C3C053	3	C3	C	53	172676	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3A054	3	C3	A	54	-	-	-	-	-	-	-
C3B054	3	C3	B	54	145877	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1
C3C054	3	C3	C	54	176409	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A055	3	C3	A	55	146046	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3B055	3	C3	B	55	146232	397968	TRANSFORMADOR DISTR MONOF 75,0KVA	11	15	DEPS	1
C3C055	3	C3	C	55	160728	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A056	3	C3	A	56	143523	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3B056	3	C3	B	56	142926	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3C056	3	C3	C	56	157042	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A057	3	C3	A	57	151636	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3B057	3	C3	B	57	169440	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C057	3	C3	C	57	-	-	-	-	-	-	-
C3A058	3	C3	A	58	168356	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1
C3B058	3	C3	B	58	156386	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1
C3C058	3	C3	C	58	-	-	-	-	-	-	-
C3A059	3	C3	A	59	-	-	-	-	-	-	-
C3B059	3	C3	B	59	149699	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1
C3C059	3	C3	C	59	147077	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
C3A060	3	C3	A	60	-	-	-	-	-	-	-
C3B060	3	C3	B	60	140484	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1
C3C060	3	C3	C	60	140074	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1
