Cód. Etiqueta	Nome	Rua	Coluna	Altura	Cód. SAP	Produto	Primeira contagem	Segunda contagem	Terceira contagem	Validade	CA	validade CA
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3611	LUVA ISOLANTE CL 0 TAM. 9 	1			2022-10-01	38104	2024-02-13
	32	1	3	1	3611	LUVA ISOLANTE CL I TAM.  9	1			2022-10-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-10-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-10-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-10-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1	 		2022-10-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-10-01	38400	2023-05-14
	32	1	1	1	4262	BOTA SEGURANÇA N°40	2				41453	2024-12-01
	32	1	1	1	4263	BOTA SEGURANÇA N°39	9				41453	2024-12-01
	32	1	1	1	4260	BOTA SEGURANÇA N°42	4				41453	2024-12-01
												
