Endereço		Local	Nível	Posição	LP	Código	Descrição	Cen	Dep	Status	Qtde	Série	Fabricante	Mês/Ano fabricação
C1B45	1	C1	B	45	158514	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1065736	ROMAGNOLE	1/2017
C1C45	1	C1	C	45	164943	334975	TRANSFORMADOR DISTR TRIF 45,0KVA AP	11	15	DEPS	1	1151123	ROMAGNOLE	-
C1A46	1	C1	A	46	140754	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	876900	ROMAGNOLE	9/2013
C1B46	1	C1	B	46	175634	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1320290	ROMANG	8/2021
C1C46	1	C1	C	46	153141	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1004312	ROMAGNOLE	11/2015
C1A47	1	C1	A	47	148586	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	929705	ITB	1/2015
C1B47	1	C1	B	47	166903	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1180500	romagnole	-
C1C47	1	C1	C	47	168073	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1201344	ROMANG	10/2019
C1A48	1	C1	A	48	162566	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1124757	Romagnole	1/2018
C1B48	1	C1	B	48	168943	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1220540	ROMANG	1/2020
C1C48	1	C1	C	48	170713	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1	1254846	ROMANG	7/2020
C1A49	1	C1	A	49	139261	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	860240	ROMAGNOLE	4/2013
C1A50	1	C1	A	50	153496	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1005066	ROMAGNOLE	12/2015
C1B50	1	C1	B	50	170091	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1244865	ROMANG	7/2020
C1A51	1	C1	A	51	160681	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1096079	ITB	-
C1B51	1	C1	B	51	163557	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1136442	ROMAGNOLE	-
C1C51	1	C1	C	51	168067	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1201338	ROMANG	10/2019
C1A52	1	C1	A	52	170670	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1254994	ROMANG	7/2020
C2A01	2	C2	A	1	168801	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1052114400	WEG	1/2020
C2A02	2	C2	A	1	142327	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	871560	ITB	3/2014
C2B01	2	C2	B	1	168581	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1217412	ROMANG	1/2020
C2P01	2	C2	P	1	171124	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1324158	ITB	10/2020
C2P01	2	C2	P	1	169304	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1225654	ROMANG	1/2020
C2P01	2	C2	P	1	172352	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1	1343911	ITB	2/2021
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	147893	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	923020	ITB	12/2014
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	-	374545	REGULADOR TENSAO MONOF 200A 13,8/6,6 KV*	11	15	-	1	-	-	-
C2P01	2	C2	P	1	151606	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	949847	ITB	-
C2P01	2	C2	P	1	136064	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	854598	ROMAGNOLE	1/2013
C2P01	2	C2	P	1	138522	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	859259	ROMAGNOLE	4/2013
C2P01	2	C2	P	1	148304	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	957071	ROMAGNOLE	11/2014
C2P01	2	C2	P	1	171739	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1333733	ITB	12/2020
C2P01	2	C2	P	1	147965	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	923092	ITB	12/2014
C2P01	2	C2	P	1	146251	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	905659	ITB	8/2014
C2P01	2	C2	P	1	157725	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1053930	ROMAGNOLE	10/2016
C2P01	2	C2	P	1	170331	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1254658	ROMANG	8/2020
C2P01	2	C2	P	1	158844	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1068248	ROMAGNOLE	-
C2P01	2	C2	P	1	165115	397145	TRANSFORMADOR DISTR TRIF 112,5KVA 6/13KV	11	15	DEPS	1	1156485	romagnole	-
C2P01	2	C2	P	1	173037	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1350629	ITB	3/2021
C2P01	2	C2	P	1	173163	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1283290	ROMANG	4/2021
C2P01	2	C2	P	1	166356	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1175871	ROMAGNOLE	-
C2P01	2	C2	P	1	172087	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1339261	ITB	1/2021
C2P01	2	C2	P	1	160514	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	1098979	Romagnole	5/2017
C2P01	2	C2	P	1	163123	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1132454	romagnole	-
C2P01	2	C2	P	1	169987	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1240677	ROMANG	1/2020
C2P01	2	C2	P	1	139600	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	871636	ROMAGNOLE	9/2013
C2P01	2	C2	P	1	152848	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1001711	ROMAGNOLE	9/2015
C2P01	2	C2	P	1	157781	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1052775	ROMAGNOLE	9/2016
C2P01	2	C2	P	1	169989	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1240679	ROMAGNOLE	6/2020
C2P01	2	C2	P	1	161407	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1113203	Romagnole	-
C2P01	2	C2	P	1	147697	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	952653	ROMAGNOLE	10/2014
C2P01	2	C2	P	1	147269	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	945777	ROMAGNOLE	11/2014
C2P01	2	C2	P	1	155999	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1017550	ROMAGNOLE	5/2016
C2P01	2	C2	P	1	150095	397024	TRANSFORMADOR DISTR TRIF 112,5KVA AP BL	11	15	DEPS	1	970163	ROMAGNOLE	2/2015
C2P01	2	C2	P	1	164854	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1147517	ROMAGNOLE	-
C2P01	2	C2	P	1	137787	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	856507	ROMAGNOLE	2/2013
C2P01	2	C2	P	1	172597	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1319160	ITB	9/2020
C2P01	2	C2	P	1	139077	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	860031	ROMAGNOLE	6/2013
C2P01	2	C2	P	1	166940	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1180407	ROMANGNOLE	1/2019
C2P01	2	C2	P	1	170651	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1254975	ROMANG	7/2020
C2P01	2	C2	P	1	171122	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1324156	ITB	10/2020
C2P01	2	C2	P	1	168854	397970	TRANSFORMADOR DISTR TRIF 15KVA	11	15	DEPS	1	1220357	ROMANG	1/2020
C2P01	2	C2	P	1	175929	397982	TRANSFORMADOR DISTR MONOF 15KVA	6	15	DEPS	1	-	-	-
C2B02	2	C2	B	2	173463	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1290229	ROMANG	4/2021
C2A03	2	C2	A	3	149732	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	966130	ROMAGNOLE	12/2014
C2B03	2	C2	B	3	162313	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1124784	ROMAGNOLE	-
C2A04	2	C2	A	4	160679	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1096077	ITB	-
C2B04	2	C2	B	4	147422	397024	TRANSFORMADOR DISTR TRIF 112,5KVA AP BL	11	15	DEPS	1	946789	ROMAGNOLE	10/2014
C2A05	2	C2	A	5	148924	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	...	...	-
C2A06	2	C2	A	6	157825	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1048537	ROMAGNOLE	-
C2B06	2	C2	B	6	169883	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1235577	ROMANG	6/2020
C2A07	2	C2	A	7	166681	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1047798372	weg	-
C2B07	2	C2	B	7	173898	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1303807	ROMANG	6/2021
C2A08	2	C2	A	8	170934	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1257867	ROMANG	9/2020
C2B08	2	C2	B	8	139416	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	860373	ROMAGNOLE	4/2013
C2A09	2	C2	A	9	162513	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1125026	ROMAGNOLE	-
C2B09	2	C2	B	9	160622	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1098937	Romagnole	5/2017
C2A10	2	C2	A	10	139140	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	860154	ROMAGNOLE	6/2013
C2B10	2	C2	B	10	172063	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1340620	ITB	2/2021
C2A11	2	C2	A	11	162516	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	1125029	ROMAGNOLE	-
C2B11	2	C2	B	11	140456	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	875034	ROMAGNOLE	6/2013
C2A12	2	C2	A	12	161882	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1122537	ITB	1/2018
C2B12	2	C2	B	12	173438	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1290268	ROMANG	3/2021
C2A13	2	C2	A	13	166216	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1174706	ROMAGNOLE	-
C2B13	2	C2	B	13	172353	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1	1343912	ITB	2/2021
C2B13	2	C2	B	13	172354	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1	1343913	ITB	2/2021
C2A14	2	C2	A	14	166660	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS MONT	1	1047798350	weg	-
C2B15	2	C2	B	15	172559	397978	TRANSFORMADOR DISTR MONOF 5,0KVA	11	15	DEPS	1	1305896	ITB	6/2020
C2A16	2	C2	A	16	162100	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1121675	Romagnole	1/2018
C2A17	2	C2	A	17	153784	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1	971258	ITB	3/2016
C2B17	2	C2	B	17	163486	397143	TRANSFORMADOR DISTR TRIF 45,0KVA 6/13KV	11	15	DEPS	1	1136386	ROMAGNOLE	-
C2A18	2	C2	A	18	171790	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1331661	ITB	12/2020
C2B18	2	C2	B	18	170269	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1245247	ROMANG	7/2020
C2A19	2	C2	A	19	153792	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1	963624	ITB	-
C2B19	2	C2	B	19	148752	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	957187	ROMAGNOLE	12/2014
C2A20	2	C2	A	20	153039	397144	TRANSFORMADOR DISTR TRIF 75,0KVA 6/13KV	11	15	DEPS	1	1028992398	weg	1/2016
C2A21	2	C2	A	21	138777	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	404099	ABB	3/2013
C2B21	2	C2	B	21	150235	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1	970661	ROMAGNOLE	6/2015
C2A22	2	C2	A	22	152551	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1	965917	ITB	10/2015
C2B22	2	C2	B	22	173197	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1283203	ROMANG	2/2021
C2A23	2	C2	A	23	160808	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	1093289	Romagnole	6/2017
C2B23	2	C2	B	23	160477	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1098922	Romagnole	5/2017
C2A24	2	C2	A	24	149353	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	963085	ROMAGNOLE	1/2015
C2B24	2	C2	B	24	137893	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	856141	ROMAGNOLE	2/2013
C2A25	2	C2	A	25	157585	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS MONT	1	1043201	ROMAGNOLE	8/2016
C2B25	2	C2	B	25	168475	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1217246	ROMANG	1/2020
C2A26	2	C2	A	26	144805	397969	TRANSFORMADOR DISTR MONOF 100,0KVA	11	15	DEPS	1	893217	ITB	1/2015
C2A27	2	C2	A	27	145461	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	898505	ITB	8/2014
C2B27	2	C2	B	27	168466	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1217237	ROMANG	1/2020
C2A28	2	C2	A	28	158937	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	11059613	ITB	-
C2A29	2	C2	A	29	171630	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1055913707	WEG	1/2021
C2B29	2	C2	B	29	164408	334975	TRANSFORMADOR DISTR TRIF 45,0KVA AP	11	15	DEPS	1	1139546	Romagnole	7/2018
C2A30	2	C2	A	30	172785	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1057395306	WEG	3/2021
C2B30	2	C2	B	30	168184	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1206768	ROMANG	11/2019
C3B01	3	C3	B	1	158338	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	988725	ROMAGNOLE	3/2015
C3C01	3	C3	C	1	170104	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1245109	ROMANG	7/2020
C3P01	3	C3	P	1	147104	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	940418	ROMAGNOLE	7/2014
C3P01	3	C3	P	1	175460	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1382063	ITB	9/2021
C3P01	3	C3	P	1	168804	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1052114403	WEG	1/2020
C3P01	3	C3	P	1	158335	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1061555	itb	1/2017
C3P01	3	C3	P	1	149040	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	932776	ITB	2/2015
C3P01	3	C3	P	1	154268	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	980078	ITB	1/2016
C3P01	3	C3	P	1	169868	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1235562	ROMANG	6/2020
C3P01	3	C3	P	1	171881	397033	TRANSFORMADOR DISTR TRIF 225KVA	11	15	DEPS	1	1056276989	WEG	1/2021
C3P01	3	C3	P	1	169827	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1235496	ROMANG	6/2020
C3P01	3	C3	P	1	127611	396029	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS	1	367705	CEMEC	10/2011
C3P01	3	C3	P	1	157969	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1	409375	ABB	11/2016
C3P01	3	C3	P	1	130124	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	329801	ABB	1/2012
C3P01	3	C3	P	1	145800	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	1024101555	weg	9/2014
C3P01	3	C3	P	1	159175	396996	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	1071896	Romagnole	-
C3P01	3	C3	P	1	132421	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1	375225	CEMEC	5/2012
C3P01	3	C3	P	1	144666	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1	405747	ABB	2/2014
C3P01	3	C3	P	1	135420	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	401369	ABB	3/2013
C3P01	3	C3	P	1	127625	396997	TRANSFORMADOR DISTR TRIF 300,0KVA DEADBR	11	15	DEPS	1	367772	CEMEC	11/2011
C3P01	3	C3	P	1	157492	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	292101	ITAIPU	7/2016
C3P01	3	C3	P	1	157487	396197	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	291819	ITAIPU	7/2016
C3P01	3	C3	P	1	141605	396198	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	901538	ROMAGNOLE	12/2013
C3P01	3	C3	P	1	132100	396198	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS	1	823674	ROMAGNOLE	6/2013
C3P01	3	C3	P	1	126933	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	802042	ROMAGNOLE	9/2011
C3P01	3	C3	P	1	131898	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	822468	ROMAGNOLE	9/2012
C3P01	3	C3	P	1	155133	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1564409	itaipu	-
C3P01	3	C3	P	1	146451	396998	TRANSFORMADOR DISTR TRIF 1000KVA	11	15	DEPS	1	24465094	WEG	-
C3P01	3	C3	P	1	174925	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS MONT	1	1387401	ITB	9/2021
C3P01	3	C3	P	1	164354	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1139161	ROMAGNOLE	-
C3P01	3	C3	P	1	132314	396028	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS	1	329561	ABB	5/2012
C3P01	3	C3	P	1	122255	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	321119	ABB	3/2011
C3P01	3	C3	P	1	137828	396028	TRANSFORMADOR DISTR TRIF 1000KVA DEADBR	11	15	DEPS MONT	1	404745	ABB	6/2013
C3P01	3	C3	P	1	36258	396027	TRANSFORMADOR DISTR TRIF 500,0KVA DEADBR	11	15	DEPS	1	58072	ASEA	-
C3P01	3	C3	P	1	144509	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	885882	ITB	5/2014
C3P01	3	C3	P	1	153413	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1004528	ROMAGNOLE	10/2015
C3P01	3	C3	P	1	106289	396025	TRANSFORMADOR DISTR SUBT PEDESTAL 30KVA	11	15	DEPS	1	317700	CEMEC	-
C3B02	3	C3	B	2	143672	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	914661	ROMAGNOLE	1/2014
C3C02	3	C3	C	2	166376	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1177014	ROMAGNOLE	-
C3B03	3	C3	B	3	140193	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	860195	ROMAGNOLE	8/2013
C3C03	3	C3	C	3	168480	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1217251	ROMANG	1/2020
C3B04	3	C3	B	4	166174	397001	TRANSFORMADOR DISTR TRIF 150,0KVA	11	15	DEPS MONT	1	1174907	ROMAGNOLE	-
C3C04	3	C3	C	4	172661	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1279475	ROMANG	1/2021
C3A05	3	C3	A	5	159200	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	1077073	Romagnole	-
C3B05	3	C3	B	5	142053	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS MONT	1	902535	ROMAGNOLE	11/2013
C3C05	3	C3	C	5	165884	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1169536	ROMAGNOLE	-
C3A06	3	C3	A	6	132408	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1	374696	CEMEC	5/2012
C3B06	3	C3	B	6	175636	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1320292	ROMANG	8/2021
C3C06	3	C3	C	6	172399	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1276305	ROMANG	12/2020
C3B07	3	C3	B	7	175316	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1381739	ITB	9/2021
C3C07	3	C3	C	7	163561	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS MONT	1	1136446	ROMAGNOLE	-
C3A08	3	C3	A	8	132420	313042	TRANSFORMADOR DISTR TRIF 500,0KVA	11	15	DEPS	1	375224	CEMEC	5/2012
C3B08	3	C3	B	8	175697	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	6	15	DEPS	1	-	-	-
C3C08	3	C3	C	8	167447	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1184663	romagnole	-
C3B09	3	C3	B	9	175115	397976	TRANSFORMADOR DISTR TRIF 75,0KVA AP	11	15	DEPS	1	1316813	ROMANG	8/2021
C3C09	3	C3	C	9	170113	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1244894	ROMANG	7/2020
C3A010	3	C3	A	10	151371	396026	TRANSFORMADOR DISTR TRIF 500,0KVA DEADB	11	15	DEPS	1	406926	ABB	6/2015
C3B010	3	C3	B	10	166866	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1180348	romagnole	-
C3C010	3	C3	C	10	162958	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1132339	Romagnole	3/2018
C3B011	3	C3	B	11	171383	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1265898	ROMANG	10/2020
C3A012	3	C3	A	12	140270	396999	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	876508	ROMAGNOLE	8/2013
C3B012	3	C3	B	12	152176	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	990624	ROMAGNOLE	-
C3C012	3	C3	C	12	158607	397971	TRANSFORMADOR DISTR TRIF 30,0KVA	11	15	DEPS	1	1068011	Romagnole	12/2017
C3B013	3	C3	B	13	152929	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1001593	ROMAGNOLE	-
C3C013	3	C3	C	13	156860	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1028593	itb	-
C3A014	3	C3	A	14	171596	397134	TRANSFORMADOR DISTR TRIF 300KVA	11	15	DEPS	1	1055913718	WEG	2/2021
C3B014	3	C3	B	14	150750	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	981506	ROMAGNOLE	5/2015
C3C014	3	C3	C	14	170737	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1254870	ROMANG	7/2020
C3B015	3	C3	B	15	158857	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	1068261	ROMAGNOLE	-
C3C015	3	C3	C	15	167461	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1184677	romagnole	-
C3B016	3	C3	B	16	147328	397977	TRANSFORMADOR DISTR TRIF 112,5KVA AP	11	15	DEPS	1	945713	ROMAGNOLE	11/2014
C3C016	3	C3	C	16	168182	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1206766	ROMANG	11/2019
C3B017	3	C3	B	17	143738	397974	TRANSFORMADOR DISTR TRIF 112,5KVA	11	15	DEPS	1	914805	ROMAGNOLE	2/2014
C3C017	3	C3	C	17	163566	397972	TRANSFORMADOR DISTR TRIF 45,0KVA	11	15	DEPS	1	1136451	ROMAGNOLE	-
C3B018	3	C3	B	18	167486	397973	TRANSFORMADOR DISTR TRIF 75,0KVA	11	15	DEPS	1	1184573	romagnole	-
